PRISM Time Series Data
Location:  Lat: 35.3667   Lon: -101.3947   Elev: 3458ft
"Climate variables: ppt,tmin,tmean,tmax,tdmean,vpdmin,vpdmax"
Spatial resolution: 4km
Period: 2008-01-01 - 2020-12-31
Dataset: AN81d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: On
Time series generated: 2021-Jul-18
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F),tdmean (degrees F),vpdmin (hPa),vpdmax (hPa)
2009-01-18,0.00,27.9,42.9,57.8,15.9,1.96,13.10
2009-01-19,0.00,28.6,47.3,66.0,11.0,2.41,19.58
2009-01-20,0.00,28.2,48.2,68.2,12.0,1.98,21.63
2009-01-21,0.00,28.6,44.4,60.2,15.1,2.06,14.71
2009-01-22,0.00,28.4,50.9,73.3,8.2,2.89,25.99
2009-01-23,0.00,35.8,53.2,70.5,11.2,4.64,23.02
2009-01-24,0.00,11.4,35.1,58.9,15.7,0.50,13.75
2009-01-25,0.00,12.3,25.0,37.6,11.4,0.52,4.90
2009-01-26,0.00,13.6,27.0,40.4,12.0,0.60,5.46
2009-01-27,0.00,8.7,13.7,18.6,13.4,0.00,0.89
2009-01-28,0.00,4.7,10.9,17.0,9.5,0.10,0.49
2009-01-29,0.00,11.9,32.9,54.0,15.8,0.35,11.87
2009-01-30,0.00,17.7,32.3,46.8,13.2,0.60,8.17
2009-01-31,0.00,22.4,41.0,59.7,12.0,1.74,14.64
2009-02-01,0.00,23.8,45.3,66.7,7.2,1.87,20.32
2009-02-02,0.00,13.0,30.3,47.7,9.5,1.04,8.72
2009-02-03,0.00,14.7,36.4,58.2,8.0,0.94,14.47
2009-02-04,0.00,23.3,42.3,61.3,15.6,1.61,14.98
2009-02-05,0.00,26.4,46.4,66.5,15.3,1.87,19.18
2009-02-06,0.00,33.8,54.5,75.2,14.9,2.93,27.36
2009-02-07,0.00,32.7,56.8,80.9,23.9,2.03,33.56
2009-02-08,0.00,34.0,54.7,75.3,30.3,1.67,27.98
2009-02-09,0.47,35.9,46.2,56.5,43.3,0.23,5.01
2009-02-10,0.00,30.0,44.1,58.3,25.7,1.12,12.51
2009-02-11,0.00,30.6,47.0,63.5,22.8,0.90,17.12
2009-02-12,0.00,31.4,45.4,59.4,20.6,1.28,13.91
2009-02-13,0.00,33.3,48.2,63.1,20.9,2.38,17.07
2009-02-14,0.00,18.2,35.9,53.7,18.3,0.21,11.16
2009-02-15,0.00,15.1,30.4,45.7,20.0,0.15,6.59
2009-02-16,0.00,15.8,30.6,45.5,21.0,0.16,6.23
2009-02-17,0.00,24.5,39.7,54.8,30.1,0.20,8.95
2009-02-18,0.00,28.4,48.7,69.1,17.3,0.26,21.52
2009-02-19,0.00,20.6,39.3,58.0,14.6,0.54,13.97
2009-02-20,0.00,22.6,39.2,55.8,19.9,0.66,11.39
2009-02-21,0.00,20.8,43.8,66.8,9.6,1.15,20.70
2009-02-22,0.00,19.6,33.1,46.5,6.4,1.15,8.93
2009-02-23,0.00,23.8,45.6,67.5,9.1,2.07,20.97
2009-02-24,0.00,32.2,50.4,68.5,19.3,3.79,19.81
2009-02-25,0.00,35.8,54.2,72.7,26.4,2.43,22.61
2009-02-26,0.00,41.4,56.2,70.9,26.6,4.08,21.35
2009-02-27,0.00,23.6,47.9,72.2,22.1,0.86,23.27
2009-02-28,0.00,18.9,40.5,62.1,19.5,0.63,14.99
2009-03-01,0.00,16.6,31.2,45.9,10.2,0.80,8.25
2009-03-02,0.00,17.2,38.0,58.8,9.1,1.08,14.58
2009-03-03,0.00,29.4,52.0,74.7,14.2,2.52,26.79
2009-03-04,0.00,32.2,53.4,74.6,21.2,2.42,25.91
2009-03-05,0.00,40.9,63.2,85.4,22.5,4.15,38.26
2009-03-06,0.00,47.5,65.5,83.4,16.1,7.34,36.79
2009-03-07,0.00,48.5,62.5,76.5,33.9,5.87,25.52
2009-03-08,0.00,34.1,56.1,78.1,23.9,3.05,29.10
2009-03-09,0.00,34.7,53.7,72.7,13.4,3.99,25.70
2009-03-10,0.00,47.1,62.2,77.4,35.8,4.15,25.20
2009-03-11,0.00,18.9,45.0,71.1,18.9,1.30,22.55
2009-03-12,0.00,19.6,29.7,39.8,6.6,1.04,6.92
2009-03-13,0.00,25.3,36.5,47.8,25.5,0.11,6.46
2009-03-14,0.14,27.5,31.0,34.4,30.5,0.00,0.94
2009-03-15,0.01,30.4,39.6,48.8,33.6,0.09,4.64
2009-03-16,0.00,30.8,50.9,70.9,29.1,0.30,21.96
2009-03-17,0.00,36.7,57.7,78.7,25.3,1.87,30.39
2009-03-18,0.00,36.4,60.8,85.2,22.6,2.37,38.27
2009-03-19,0.00,34.4,51.5,68.5,31.7,1.99,16.55
2009-03-20,0.00,38.8,51.6,64.4,37.7,0.39,12.48
2009-03-21,0.00,45.6,61.4,77.1,44.2,0.29,22.24
2009-03-22,0.00,49.3,65.7,82.0,44.3,2.07,28.92
2009-03-23,0.00,49.9,63.5,77.1,50.5,1.48,21.24
2009-03-24,0.00,26.0,50.1,74.2,19.7,1.69,25.83
2009-03-25,0.00,27.4,43.9,60.3,18.2,1.55,14.04
2009-03-26,0.00,32.6,50.3,68.0,16.2,1.81,21.48
2009-03-27,0.21,21.6,44.9,68.2,30.2,0.06,19.23
2009-03-28,0.50,18.2,22.4,26.7,19.0,0.17,1.29
2009-03-29,0.00,17.4,31.2,45.1,22.0,0.67,5.82
2009-03-30,0.00,27.7,49.7,71.6,22.0,1.20,23.24
2009-03-31,0.00,21.3,45.4,69.4,21.5,0.53,21.27
2009-04-01,0.00,22.2,41.4,60.6,16.3,0.67,15.59
2009-04-02,0.15,30.9,51.2,71.4,23.0,0.22,23.53
2009-04-03,0.00,31.9,43.6,55.3,25.6,0.68,11.00
2009-04-04,0.00,34.8,56.5,78.2,26.4,2.47,29.29
2009-04-05,0.00,26.8,47.2,67.5,15.8,1.85,20.55
2009-04-06,0.00,23.5,36.2,48.9,17.2,1.04,8.67
2009-04-07,0.00,23.2,39.0,54.7,13.2,1.06,12.34
2009-04-08,0.00,29.7,53.8,77.8,11.8,2.77,30.75
2009-04-09,0.00,39.3,60.7,82.1,22.5,4.72,34.16
2009-04-10,0.00,35.2,51.6,67.9,23.8,1.48,20.13
2009-04-11,0.00,34.7,47.9,61.1,29.2,1.44,13.23
2009-04-12,1.10,38.3,45.3,52.3,39.4,0.22,6.19
2009-04-13,0.04,37.2,47.6,57.9,39.6,0.18,8.29
2009-04-14,0.00,37.9,51.8,65.6,36.7,0.85,15.02
2009-04-15,0.00,43.4,61.0,78.6,34.2,2.47,28.06
2009-04-16,0.00,49.2,61.1,73.0,42.1,2.02,19.23
2009-04-17,2.38,43.5,53.0,62.5,49.2,0.04,6.60
2009-04-18,0.00,39.7,52.4,65.1,33.1,0.56,17.45
2009-04-19,0.00,42.1,52.9,63.6,37.5,1.07,13.91
2009-04-20,0.00,40.6,52.5,64.4,34.5,1.77,14.91
2009-04-21,0.00,44.6,60.6,76.6,33.5,3.20,25.73
2009-04-22,0.00,45.9,64.3,82.7,35.9,2.85,32.53
2009-04-23,0.00,48.2,69.0,89.7,33.8,2.37,43.66
2009-04-24,0.00,49.2,67.6,86.0,39.8,2.29,35.24
2009-04-25,0.00,54.6,71.9,89.2,37.1,4.42,42.78
2009-04-26,0.00,57.5,68.8,80.0,48.1,3.19,26.21
2009-04-27,0.00,43.4,63.3,83.1,37.5,2.00,34.70
2009-04-28,0.00,44.0,56.2,68.3,43.0,0.38,14.72
2009-04-29,0.00,46.6,54.1,61.7,52.2,0.24,5.28
2009-04-30,1.03,54.6,68.6,82.6,57.4,0.32,23.33
2009-05-01,0.00,45.5,61.9,78.2,52.6,0.01,20.58
2009-05-02,0.03,45.0,53.1,61.1,49.5,0.21,3.05
2009-05-03,0.00,44.5,46.8,49.1,45.7,0.17,1.40
2009-05-04,0.00,39.9,49.1,58.4,43.4,0.24,6.98
2009-05-05,0.00,43.5,53.6,63.7,46.8,0.22,8.89
2009-05-06,0.00,48.3,59.1,69.8,53.8,0.04,10.31
2009-05-07,0.00,51.4,65.9,80.3,54.8,0.15,23.01
2009-05-08,0.00,57.4,75.7,94.1,53.5,1.30,45.12
2009-05-09,0.00,52.5,65.1,77.7,45.7,3.61,19.83
2009-05-10,0.00,46.5,56.8,67.2,34.7,1.52,16.75
2009-05-11,0.82,45.3,52.8,60.3,47.1,0.30,6.34
2009-05-12,0.01,46.0,50.8,55.6,50.1,0.11,2.54
2009-05-13,0.00,52.3,68.8,85.2,53.2,0.21,25.03
2009-05-14,0.00,52.1,69.6,87.2,40.6,6.37,33.09
2009-05-15,0.00,54.4,64.4,74.3,51.2,0.69,15.39
2009-05-16,0.11,50.4,72.9,95.5,50.4,1.05,49.36
2009-05-17,0.20,44.1,52.3,60.5,42.4,1.00,9.53
2009-05-18,0.00,45.1,60.4,75.7,39.6,1.87,21.19
2009-05-19,0.00,50.1,68.1,86.0,43.8,4.06,33.37
2009-05-20,0.00,50.7,67.9,85.2,40.6,3.69,32.81
2009-05-21,0.00,50.9,67.7,84.6,40.7,2.74,33.48
2009-05-22,0.00,50.5,66.0,81.6,46.4,1.73,27.62
2009-05-23,0.00,53.9,66.4,78.9,49.8,1.42,23.94
2009-05-24,0.00,52.9,65.9,78.9,53.6,0.47,21.82
2009-05-25,0.43,53.7,64.8,75.8,55.5,0.20,16.63
2009-05-26,0.20,51.6,69.9,88.3,51.4,0.40,37.20
2009-05-27,0.00,44.4,60.7,77.0,48.7,0.36,19.49
2009-05-28,0.00,47.8,61.9,76.0,43.8,1.34,22.42
2009-05-29,0.00,50.9,66.1,81.4,39.4,2.28,31.05
2009-05-30,0.00,52.8,69.1,85.3,40.6,3.67,34.77
2009-05-31,0.00,54.8,73.3,91.9,40.5,4.35,44.98
2009-06-01,0.00,61.5,77.8,94.2,45.8,7.00,47.15
2009-06-02,0.17,55.0,73.9,92.8,49.8,1.42,45.14
2009-06-03,0.00,55.9,69.3,82.8,53.7,1.15,27.67
2009-06-04,0.00,48.4,60.9,73.5,48.0,0.93,17.19
2009-06-05,0.00,49.3,67.5,85.6,50.9,0.73,29.78
2009-06-06,0.37,56.1,73.7,91.3,54.8,1.21,37.01
2009-06-07,0.00,61.9,79.7,97.5,47.4,4.53,54.53
2009-06-08,0.00,49.2,72.5,95.8,39.4,1.56,52.56
2009-06-09,0.00,51.9,67.4,83.0,52.7,1.52,27.21
2009-06-10,0.00,58.2,74.0,89.7,43.7,2.36,41.33
2009-06-11,0.18,51.6,65.7,79.8,52.8,0.73,24.18
2009-06-12,0.00,54.5,68.2,82.0,56.8,0.38,23.68
2009-06-13,0.00,62.3,77.7,93.0,51.2,0.65,46.64
2009-06-14,0.12,60.6,73.5,86.4,61.4,1.15,24.29
2009-06-15,0.49,61.1,73.6,86.1,60.5,0.98,25.52
2009-06-16,0.00,57.1,75.1,93.1,55.6,1.38,39.33
2009-06-17,0.00,60.2,76.4,92.6,54.9,3.49,40.62
2009-06-18,0.00,65.0,81.9,98.8,57.3,3.81,51.98
2009-06-19,0.09,63.1,79.3,95.5,58.0,2.62,43.14
2009-06-20,0.33,66.1,76.1,86.1,62.9,0.83,25.62
2009-06-21,0.84,64.5,72.5,80.6,65.2,0.53,15.44
2009-06-22,0.00,66.3,79.8,93.4,59.8,1.87,41.95
2009-06-23,0.00,64.3,80.2,96.0,59.5,2.35,44.38
2009-06-24,0.03,67.0,81.0,95.0,58.0,4.69,41.63
2009-06-25,0.00,66.9,81.2,95.6,58.2,4.70,42.19
2009-06-26,0.00,66.5,82.3,98.0,55.7,5.70,47.48
2009-06-27,0.00,66.8,82.7,98.7,54.7,5.98,49.85
2009-06-28,0.16,62.0,79.2,96.3,58.3,2.83,43.67
2009-06-29,0.00,62.2,76.1,89.9,54.2,3.13,36.83
2009-06-30,0.00,62.9,76.6,90.4,62.6,0.73,31.88
2009-07-01,0.29,60.0,75.5,91.0,58.3,0.48,34.81
2009-07-02,0.00,62.3,77.7,93.1,54.0,2.72,41.25
2009-07-03,0.00,65.2,80.9,96.7,52.9,4.21,47.89
2009-07-04,0.00,68.0,82.5,97.0,57.9,5.09,45.44
2009-07-05,0.20,65.6,78.9,92.2,62.6,1.65,33.28
2009-07-06,0.00,60.9,72.7,84.5,59.8,1.41,23.86
2009-07-07,0.00,59.4,74.3,89.1,59.7,0.73,30.80
2009-07-08,0.00,64.3,79.9,95.5,60.7,2.29,41.82
2009-07-09,0.00,68.5,86.6,104.7,52.5,6.57,68.99
2009-07-10,0.00,73.1,90.7,108.3,47.7,14.31,75.33
2009-07-11,0.00,65.7,86.2,106.8,45.9,8.28,72.12
2009-07-12,0.00,66.8,85.1,103.5,47.8,8.99,64.11
2009-07-13,0.00,68.0,84.6,101.1,54.0,7.05,55.63
2009-07-14,0.00,69.5,85.7,102.0,52.9,8.01,57.37
2009-07-15,0.00,70.2,88.2,106.1,51.9,9.51,68.86
2009-07-16,0.18,64.9,83.5,102.1,56.6,1.95,57.37
2009-07-17,0.01,61.3,81.6,102.0,59.4,0.98,56.46
2009-07-18,0.36,59.6,73.7,87.8,60.0,0.45,27.79
2009-07-19,0.32,60.6,74.5,88.4,59.2,1.33,29.76
2009-07-20,0.00,61.4,77.5,93.7,57.4,1.13,39.85
2009-07-21,0.17,63.2,82.1,101.0,57.6,2.21,55.67
2009-07-22,0.17,62.1,74.5,86.9,59.7,1.48,28.16
2009-07-23,0.02,56.2,70.0,83.8,55.9,0.84,26.07
2009-07-24,0.00,59.9,74.3,88.8,58.2,1.09,31.43
2009-07-25,0.00,62.2,79.4,96.6,57.7,0.97,46.70
2009-07-26,0.00,65.7,83.6,101.5,54.7,2.47,59.36
2009-07-27,0.47,64.6,78.3,92.0,62.4,0.42,35.58
2009-07-28,0.48,63.9,73.5,83.1,64.3,0.60,20.26
2009-07-29,0.97,60.9,75.9,90.8,61.8,0.28,34.01
2009-07-30,0.49,60.0,73.7,87.3,61.9,0.58,24.91
2009-07-31,0.00,59.4,68.3,77.2,55.9,1.11,17.47
2009-08-01,0.39,61.3,73.4,85.6,61.4,0.87,23.14
2009-08-02,0.00,60.7,70.4,80.2,60.3,0.79,18.07
2009-08-03,0.00,61.1,77.0,92.9,61.9,1.06,34.74
2009-08-04,0.00,66.7,82.0,97.3,59.3,5.47,44.90
2009-08-05,0.00,67.3,83.7,100.1,58.8,4.74,51.90
2009-08-06,0.00,67.1,84.2,101.3,57.4,5.03,56.03
2009-08-07,0.00,67.1,82.3,97.5,56.0,4.39,49.21
2009-08-08,0.00,68.8,83.2,97.7,53.9,8.28,47.63
2009-08-09,0.00,70.0,84.2,98.5,54.1,9.87,50.59
2009-08-10,1.67,62.5,79.7,97.0,58.1,2.01,44.82
2009-08-11,0.03,60.0,78.2,96.3,59.3,0.47,43.24
2009-08-12,0.97,58.1,73.7,89.4,62.0,0.00,29.42
2009-08-13,1.74,58.5,74.7,90.8,59.9,0.40,33.34
2009-08-14,0.64,60.8,75.8,90.8,61.1,0.83,32.59
2009-08-15,0.23,63.1,77.0,90.9,62.9,0.59,32.17
2009-08-16,0.00,64.1,79.0,93.9,61.2,1.26,39.26
2009-08-17,0.00,65.6,76.0,86.3,61.7,2.67,24.90
2009-08-18,2.27,60.6,76.5,92.5,60.7,0.52,34.93
2009-08-19,0.50,58.3,68.6,78.9,61.1,0.50,12.78
2009-08-20,0.00,58.6,75.2,91.9,60.8,1.03,35.39
2009-08-21,0.00,56.3,67.9,79.4,55.5,0.59,19.85
2009-08-22,0.00,56.7,72.5,88.3,57.1,1.10,31.71
2009-08-23,0.00,61.8,77.6,93.4,61.7,1.85,36.44
2009-08-24,0.00,62.4,79.4,96.4,57.3,2.22,44.90
2009-08-25,0.00,63.1,79.7,96.3,54.1,3.68,46.52
2009-08-26,0.00,61.7,78.5,95.3,55.0,2.41,45.38
2009-08-27,0.00,60.6,73.8,87.0,59.5,2.51,26.94
2009-08-28,0.00,58.5,72.7,86.9,57.4,1.30,29.95
2009-08-29,0.00,54.9,70.7,86.5,51.9,0.88,31.97
2009-08-30,0.00,54.7,68.6,82.6,54.1,1.22,24.51
2009-08-31,0.02,57.0,67.6,78.2,54.2,1.06,17.89
2009-09-01,0.00,56.9,67.6,78.2,56.1,1.12,16.64
2009-09-02,0.00,57.4,74.6,91.9,53.0,1.79,38.74
2009-09-03,0.27,62.9,79.9,96.9,52.7,4.39,48.30
2009-09-04,0.01,56.8,71.0,85.1,57.1,0.72,26.37
2009-09-05,0.00,55.7,70.5,85.2,57.6,0.09,27.96
2009-09-06,0.00,56.5,70.8,85.1,59.4,0.14,28.35
2009-09-07,0.00,59.2,73.9,88.6,57.4,0.64,32.99
2009-09-08,0.00,62.6,76.6,90.5,59.0,2.35,33.31
2009-09-09,0.00,59.6,74.4,89.2,59.0,0.95,31.59
2009-09-10,0.00,59.4,71.1,82.8,61.5,0.22,20.10
2009-09-11,0.00,58.2,69.3,80.4,58.4,0.21,20.59
2009-09-12,0.00,58.1,70.0,81.8,59.1,0.42,22.81
2009-09-13,0.00,55.0,62.6,70.1,58.4,0.03,9.26
2009-09-14,0.27,52.5,58.5,64.5,58.5,0.16,3.56
2009-09-15,0.00,52.5,64.2,75.8,56.6,0.00,15.53
2009-09-16,0.00,54.3,66.0,77.6,57.1,0.20,16.20
2009-09-17,0.00,54.3,64.1,73.9,54.8,0.48,14.54
2009-09-18,0.00,50.4,63.3,76.1,51.4,0.22,19.55
2009-09-19,0.00,49.7,62.9,76.0,51.3,0.39,18.73
2009-09-20,0.00,51.8,66.8,81.8,53.8,0.79,23.80
2009-09-21,0.00,54.6,71.8,89.1,52.7,1.21,35.14
2009-09-22,0.51,43.6,59.7,75.9,47.4,0.31,18.65
2009-09-23,0.00,39.7,52.8,66.0,37.7,0.62,15.88
2009-09-24,0.00,40.8,53.7,66.5,39.3,0.83,14.67
2009-09-25,0.10,42.1,53.2,64.3,44.2,0.59,11.36
2009-09-26,0.28,46.0,61.1,76.1,47.3,0.60,20.39
2009-09-27,0.00,46.1,65.6,85.2,44.4,0.99,33.61
2009-09-28,0.00,46.4,71.9,97.3,37.5,2.30,55.65
2009-09-29,0.00,43.1,56.8,70.4,30.4,3.04,20.25
2009-09-30,0.00,43.6,63.1,82.6,45.5,1.97,27.67
2009-10-01,0.00,53.8,75.4,97.1,50.6,1.10,50.23
2009-10-02,0.00,35.2,53.1,71.0,22.4,2.25,22.68
2009-10-03,0.00,35.8,54.8,73.7,27.1,2.02,24.13
2009-10-04,0.00,45.9,56.8,67.7,43.8,0.36,14.31
2009-10-05,0.00,51.3,56.3,61.3,53.5,0.01,4.17
2009-10-06,0.00,47.0,61.2,75.4,53.5,0.10,13.29
2009-10-07,0.00,40.4,48.7,57.0,36.1,1.34,8.73
2009-10-08,0.30,42.7,51.2,59.6,44.3,0.11,9.47
2009-10-09,0.10,36.4,54.0,71.5,45.5,0.04,7.42
2009-10-10,0.00,35.5,45.3,55.2,37.8,0.05,6.98
2009-10-11,0.00,26.6,34.9,43.2,33.1,0.02,0.97
2009-10-12,0.02,29.5,37.9,46.3,37.9,0.02,1.05
2009-10-13,0.06,46.2,59.3,72.3,50.0,0.06,16.48
2009-10-14,0.00,51.6,58.7,65.9,56.4,0.08,3.80
2009-10-15,0.00,44.7,64.1,83.5,49.0,0.04,31.05
2009-10-16,0.00,44.5,61.3,78.1,43.7,0.17,24.72
2009-10-17,0.00,46.2,58.2,70.1,44.7,0.41,15.66
2009-10-18,0.00,43.0,57.5,72.1,42.3,0.69,17.97
2009-10-19,0.00,42.7,62.2,81.8,44.2,0.61,27.77
2009-10-20,0.00,53.4,72.7,92.0,46.1,3.07,44.54
2009-10-21,1.02,53.6,69.9,86.3,52.8,0.42,32.23
2009-10-22,0.19,35.8,45.0,54.3,41.3,0.11,2.53
2009-10-23,0.00,29.8,38.6,47.4,32.9,0.15,4.35
2009-10-24,0.00,32.8,47.6,62.3,33.8,0.68,12.75
2009-10-25,0.00,40.1,55.8,71.4,37.3,1.21,19.78
2009-10-26,0.00,35.8,47.1,58.5,40.0,0.08,7.09
2009-10-27,0.00,29.2,40.3,51.5,30.6,0.35,7.35
2009-10-28,0.00,32.2,51.1,70.0,33.6,0.75,19.91
2009-10-29,0.28,37.8,51.0,64.2,42.2,0.13,11.00
2009-10-30,0.20,24.5,33.1,41.6,31.7,0.17,1.69
2009-10-31,0.00,23.6,38.9,54.2,24.3,0.35,10.98
2009-11-01,0.00,35.7,53.2,70.7,30.3,2.20,20.28
2009-11-02,0.00,35.4,55.1,74.7,29.5,1.34,25.00
2009-11-03,0.00,31.1,51.9,72.6,36.3,0.20,21.15
2009-11-04,0.00,32.4,52.2,72.0,38.7,0.17,19.03
2009-11-05,0.00,33.9,49.7,65.5,40.4,0.12,12.57
2009-11-06,0.00,37.0,56.5,76.1,38.6,0.23,23.45
2009-11-07,0.00,44.9,65.3,85.7,33.6,3.09,36.68
2009-11-08,0.00,46.0,65.6,85.1,35.2,0.98,36.81
2009-11-09,0.00,46.0,59.1,72.2,49.6,0.12,15.23
2009-11-10,0.00,47.3,52.7,58.2,49.0,0.18,3.59
2009-11-11,0.00,44.2,54.9,65.6,48.0,0.12,9.32
2009-11-12,0.00,42.5,58.9,75.3,44.5,0.04,22.25
2009-11-13,0.00,46.9,58.6,70.2,42.1,2.04,16.12
2009-11-14,0.00,39.6,56.7,73.9,40.8,0.23,20.72
2009-11-15,0.00,38.2,45.4,52.7,40.4,0.07,5.18
2009-11-16,0.00,27.3,44.5,61.7,32.1,0.12,14.50
2009-11-17,0.00,22.8,36.1,49.4,20.2,0.46,8.85
2009-11-18,0.00,23.5,41.4,59.3,16.0,1.16,14.62
2009-11-19,0.00,23.9,46.3,68.8,18.8,1.12,20.99
2009-11-20,0.00,25.7,40.6,55.6,28.5,0.41,9.56
2009-11-21,0.00,26.2,40.5,54.9,26.2,0.59,9.72
2009-11-22,0.00,25.2,46.1,67.1,25.9,0.54,18.65
2009-11-23,0.00,30.4,45.3,60.2,28.2,0.91,12.75
2009-11-24,0.00,28.5,47.8,67.1,22.9,1.30,20.04
2009-11-25,0.00,22.3,37.4,52.5,13.1,1.27,10.95
2009-11-26,0.00,26.1,39.6,53.0,21.9,1.19,9.17
2009-11-27,0.00,30.7,48.6,66.4,19.7,1.55,18.80
2009-11-28,0.00,35.2,54.2,73.3,20.8,2.76,25.25
2009-11-29,0.00,33.6,52.6,71.5,25.9,1.46,22.60
2009-11-30,0.02,21.8,28.5,35.2,27.9,0.15,1.42
2009-12-01,0.00,22.4,37.4,52.3,23.0,0.46,9.64
2009-12-02,0.00,25.5,35.6,45.8,29.7,0.21,5.41
2009-12-03,0.00,20.4,28.8,37.2,16.4,0.75,4.48
2009-12-04,0.00,6.5,18.0,29.6,8.8,0.33,3.45
2009-12-05,0.00,10.9,22.5,34.1,12.5,0.35,4.11
2009-12-06,0.00,15.2,33.3,51.3,19.8,0.43,10.04
2009-12-07,0.00,14.3,23.3,32.3,18.7,0.26,2.10
2009-12-08,0.00,14.3,18.5,22.7,16.4,0.03,1.12
2009-12-09,0.00,3.1,25.7,48.3,13.4,0.02,7.84
2009-12-10,0.00,2.9,14.8,26.6,2.4,0.37,3.28
2009-12-11,0.00,7.1,20.3,33.4,10.1,0.33,3.89
2009-12-12,0.00,12.4,32.2,52.1,22.2,0.16,9.35
2009-12-13,0.00,27.4,44.9,62.5,25.3,0.63,15.22
2009-12-14,0.00,33.0,49.0,65.0,26.0,1.71,17.01
2009-12-15,0.00,14.4,28.9,43.3,20.5,0.32,5.48
2009-12-16,0.00,13.4,28.8,44.2,17.6,0.27,6.08
2009-12-17,0.00,24.1,43.1,62.2,25.6,0.78,13.81
2009-12-18,0.00,26.2,42.1,58.0,22.5,0.79,12.88
2009-12-19,0.00,24.6,39.2,53.8,25.0,0.88,9.11
2009-12-20,0.00,23.3,36.5,49.7,21.2,0.70,8.55
2009-12-21,0.00,23.4,40.0,56.7,19.7,0.61,12.18
2009-12-22,0.00,24.1,46.0,67.9,17.9,1.07,20.67
2009-12-23,0.00,25.1,34.3,43.5,27.1,0.03,4.35
2009-12-24,0.09,17.9,24.6,31.3,24.4,0.01,0.94
2009-12-25,0.00,8.9,19.0,29.1,8.4,0.29,3.24
2009-12-26,0.00,8.3,21.2,34.1,9.5,0.44,4.30
2009-12-27,0.00,9.6,22.3,35.0,15.7,0.34,3.67
2009-12-28,0.00,14.8,28.2,41.6,18.7,0.32,4.93
2009-12-29,0.00,14.3,28.9,43.6,21.4,0.27,5.67
2009-12-30,0.04,25.1,31.2,37.3,28.6,0.10,2.53
2009-12-31,0.00,25.4,38.1,50.7,26.5,0.32,8.46
2010-01-01,0.06,20.2,27.1,34.0,25.7,0.00,1.02
2010-01-02,0.00,19.4,33.8,48.2,23.1,0.01,7.32
2010-01-03,0.00,19.7,23.1,26.5,23.0,0.04,0.34
2010-01-04,0.00,19.4,32.1,44.9,25.6,0.00,5.12
2010-01-05,0.00,23.0,33.3,43.5,27.4,0.10,4.01
2010-01-06,0.00,24.0,36.6,49.1,28.3,0.08,6.29
2010-01-07,0.00,7.7,26.8,45.8,18.6,0.00,4.99
2010-01-08,0.00,-0.4,11.4,23.1,-3.2,0.26,3.06
2010-01-09,0.00,-2.4,15.1,32.5,2.5,0.24,4.59
2010-01-10,0.00,10.1,22.9,35.6,9.1,0.38,4.48
2010-01-11,0.00,11.0,31.6,52.2,14.3,0.35,10.23
2010-01-12,0.00,20.3,38.0,55.8,18.8,0.58,11.52
2010-01-13,0.00,14.0,35.5,56.9,19.2,0.19,12.35
2010-01-14,0.00,21.7,44.0,66.3,18.4,0.93,19.18
2010-01-15,0.00,22.6,36.8,51.0,26.2,0.18,7.74
2010-01-16,0.00,21.0,36.8,52.5,28.0,0.05,7.76
2010-01-17,0.00,21.9,38.7,55.5,25.4,0.18,10.43
2010-01-18,0.00,23.6,45.5,67.4,21.2,0.55,19.70
2010-01-19,0.00,27.7,42.7,57.7,24.3,1.46,11.45
2010-01-20,0.00,27.9,46.7,65.4,27.4,1.08,15.85
2010-01-21,0.00,24.2,39.4,54.6,25.1,0.40,10.12
2010-01-22,0.00,23.3,43.4,63.4,28.3,0.17,15.80
2010-01-23,0.00,33.9,52.1,70.3,33.9,1.02,19.35
2010-01-24,0.00,29.2,42.5,55.8,24.1,0.54,11.89
2010-01-25,0.00,17.5,34.6,51.7,19.1,0.14,10.26
2010-01-26,0.00,17.5,33.9,50.3,14.1,0.68,9.61
2010-01-27,0.00,18.0,34.2,50.4,18.4,0.78,9.24
2010-01-28,0.01,23.6,40.3,57.0,21.1,0.56,12.45
2010-01-29,1.05,12.4,18.9,25.4,16.5,0.13,0.66
2010-01-30,0.00,10.2,15.2,20.1,14.7,0.06,0.49
2010-01-31,0.00,12.5,23.1,33.8,19.9,0.11,2.01
2010-02-01,0.00,14.1,25.0,35.9,25.0,0.04,1.69
2010-02-02,0.00,16.7,25.1,33.4,25.1,0.01,0.85
2010-02-03,0.00,17.6,29.3,41.0,28.4,0.00,3.23
2010-02-04,0.74,27.2,30.0,32.8,30.0,0.00,0.27
2010-02-05,0.00,20.3,27.6,34.9,27.6,0.00,0.86
2010-02-06,0.00,20.6,32.0,43.3,26.8,0.06,3.82
2010-02-07,0.00,21.4,27.3,33.3,27.3,0.00,1.00
2010-02-08,0.13,26.6,28.6,30.6,28.6,0.00,0.29
2010-02-09,0.04,16.8,24.0,31.3,22.9,0.01,1.11
2010-02-10,0.00,16.9,22.7,28.4,16.2,0.46,2.27
2010-02-11,0.00,24.5,31.3,38.2,25.2,0.37,2.76
2010-02-12,0.00,19.9,28.4,37.0,27.5,0.02,1.81
